targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing ,department_sweing,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,output_per_worker,overtime_flag
0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.858143939,1,0,0,0,1,0,0,0,0,0,0,6.4,1
0.8,26.16,1099.0,8220,75,0.0,0,0,59.0,0.850522167,1,0,0,0,0,1,0,0,0,0,0,47.2,1
0.8,26.16,1093.0,10620,75,0.0,0,0,59.0,0.850502311,1,0,0,0,0,1,0,0,0,0,0,47.2,1
0.8,25.9,1031.0,10170,60,0.0,0,0,56.5,0.850136766,1,0,0,0,0,1,0,0,0,0,0,45.2,1
0.8,25.9,1233.0,10170,60,0.0,0,0,56.5,0.850136766,1,0,0,0,0,1,0,0,0,0,0,45.2,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.817424242,1,0,0,0,1,0,0,0,0,0,0,6.4,1
0.65,4.15,1039.0,1440,0,0.0,0,0,8.0,0.809564394,1,0,0,0,1,0,0,0,0,0,0,5.2,1
0.8,19.87,941.0,9900,0,0.0,0,0,55.0,0.800273829,1,0,0,0,0,1,0,0,0,0,0,44.0,1
0.8,11.41,843.0,5670,50,0.0,0,0,31.5,0.800181818,1,0,0,0,0,1,0,0,0,0,0,25.200000000000003,1
0.8,11.61,760.0,4470,50,0.0,0,0,31.5,0.80007657,1,0,0,0,0,1,0,0,0,0,0,25.200000000000003,1
0.8,28.08,737.0,10530,63,0.0,0,0,58.5,0.8,1,0,0,0,0,1,0,0,0,0,0,46.800000000000004,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.725,1,0,0,0,1,0,0,0,0,0,0,6.4,1
0.8,50.48,381.0,6930,45,0.0,0,0,58.5,0.688557555,1,0,0,0,0,1,0,0,0,0,0,46.800000000000004,1
0.65,20.79,1141.0,8460,0,0.0,0,0,59.0,0.650040783,1,0,0,0,0,1,0,0,0,0,0,38.35,1
0.65,12.52,1004.0,9540,44,0.0,0,0,53.0,0.64998056,1,0,0,0,0,1,0,0,0,0,0,34.45,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.648106061,1,0,0,0,1,0,0,0,0,0,0,6.4,1
0.8,4.15,1039.0,1440,0,0.0,0,0,8.0,0.640577652,1,0,0,0,1,0,0,0,0,0,0,6.4,1
0.35,22.4,581.0,7350,0,0.0,0,0,51.5,0.35063299,1,0,0,0,0,1,0,0,0,0,0,18.025,1
0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.24625,1,0,0,0,1,0,0,0,0,0,0,6.4,1
0.35,4.3,1039.0,2160,0,0.0,0,0,12.0,0.952020202,1,0,0,0,1,0,0,0,0,1,0,4.199999999999999,1
0.8,3.94,1039.0,1440,0,0.0,0,0,2.0,0.951420455,1,0,0,0,1,0,0,0,0,1,0,1.6,1
0.8,3.94,1039.0,5400,0,0.0,0,0,20.0,0.912766667,1,0,0,0,1,0,0,0,0,1,0,16.0,1
0.8,4.15,1039.0,1620,0,0.0,0,0,9.0,0.901262626,1,0,0,0,1,0,0,0,0,1,0,7.2,1
0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.858143939,1,0,0,0,1,0,0,0,0,1,0,6.4,1
0.8,26.16,1073.0,10620,75,0.0,0,0,59.0,0.850502311,1,0,0,0,0,1,0,0,0,1,0,47.2,1
0.8,26.16,1156.0,10620,75,0.0,0,0,59.0,0.850502311,1,0,0,0,0,1,0,0,0,1,0,47.2,1
0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850252525,1,0,0,0,0,1,0,0,0,1,0,45.6,1
0.8,25.9,1126.0,10170,60,0.0,0,0,56.5,0.850136766,1,0,0,0,0,1,0,0,0,1,0,45.2,1
0.65,4.15,1039.0,1440,0,0.0,0,0,8.0,0.821354167,1,0,0,0,1,0,0,0,0,1,0,5.2,1
0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.805909091,1,0,0,0,1,0,0,0,0,1,0,6.4,1
0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800246753,1,0,0,0,0,1,0,0,0,1,0,25.200000000000003,1
0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753,1,0,0,0,0,1,0,0,0,1,0,25.200000000000003,1
0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8,1,0,0,0,0,1,0,0,0,1,0,46.800000000000004,1
0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584,1,0,0,0,0,1,0,0,0,1,0,44.0,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.681060606,1,0,0,0,1,0,0,0,0,1,0,6.4,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.670075758,1,0,0,0,1,0,0,0,0,1,0,6.4,1
0.8,4.15,1039.0,1440,0,0.0,0,0,8.0,0.601278409,1,0,0,0,1,0,0,0,0,1,0,6.4,1
0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029,1,0,0,0,0,1,0,0,0,1,0,37.099999999999994,1
0.7,20.79,1252.5,10440,0,0.0,0,0,58.0,0.526810345,1,0,0,0,0,1,0,0,0,1,0,40.599999999999994,1
0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799,1,0,0,0,0,1,0,0,0,1,0,28.25,1
0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649,1,0,0,0,0,1,0,0,0,1,0,19.775,1
0.8,4.15,1039.0,1980,0,0.0,0,0,7.0,0.934607438,1,0,0,0,1,0,0,0,0,0,1,5.6000000000000005,1
0.35,4.3,1039.0,2700,0,0.0,0,0,8.0,0.908080808,1,0,0,0,1,0,0,0,0,0,1,2.8,1
0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811,1,0,0,0,0,1,0,0,0,0,1,45.2,1
0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.891723485,1,0,0,0,1,0,0,0,0,0,1,6.4,1
0.65,4.15,1039.0,1440,0,0.0,0,0,15.0,0.864583333,1,0,0,0,1,0,0,0,0,0,1,9.75,1
0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.858143939,1,0,0,0,1,0,0,0,0,0,1,6.4,1
0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311,1,0,0,0,0,1,0,0,0,0,1,47.2,1
0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850136766,1,0,0,0,0,1,0,0,0,0,1,45.2,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.837594697,1,0,0,0,1,0,0,0,0,0,1,6.4,1
0.8,4.15,1039.0,1440,0,0.0,0,0,7.0,0.820833333,1,0,0,0,1,0,0,0,0,0,1,5.6000000000000005,1
0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433,1,0,0,0,0,1,0,0,0,0,1,25.200000000000003,1
0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.800246753,1,0,0,0,0,1,0,0,0,0,1,25.200000000000003,1
0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.800117103,1,0,0,0,0,1,0,0,0,0,1,47.2,1
0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563,1,0,0,0,0,1,0,0,0,0,1,40.599999999999994,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.667329545,1,0,0,0,1,0,0,0,0,0,1,6.4,1
0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.600369686,1,0,0,0,0,1,0,0,0,0,1,34.199999999999996,1
0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334,1,0,0,0,0,1,0,0,0,0,1,28.25,1
0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125,1,0,0,0,0,1,0,0,0,0,1,19.25,1
0.8,3.94,1039.0,1260,0,0.0,0,0,8.0,0.332359307,1,0,0,0,1,0,0,0,0,0,1,6.4,1
0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464,1,0,0,0,0,1,0,0,0,0,1,45.6,1
0.8,3.94,1039.0,1260,0,0.0,0,0,8.0,0.247316017,1,0,0,0,1,0,0,0,0,0,1,6.4,1
0.35,4.3,1039.0,3600,0,0.0,0,0,20.0,0.988636364,0,1,0,0,1,0,0,0,1,0,0,7.0,1
0.8,3.94,1039.0,3420,0,0.0,0,0,19.0,0.953110048,0,1,0,0,1,0,0,0,1,0,0,15.200000000000001,1
0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.884261364,0,1,0,0,1,0,0,0,1,0,0,6.4,1
0.65,4.15,1039.0,1440,0,0.0,0,0,8.0,0.860653409,0,1,0,0,1,0,0,0,1,0,0,5.2,1
0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.858143939,0,1,0,0,1,0,0,0,1,0,0,6.4,1
0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311,0,1,0,0,0,1,0,0,1,0,0,47.2,1
0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.850415628,0,1,0,0,0,1,0,0,1,0,0,45.2,1
0.8,25.9,1252.5,10170,60,0.0,0,0,56.5,0.850136766,0,1,0,0,0,1,0,0,1,0,0,45.2,1
0.8,26.16,1252.5,10620,63,0.0,0,0,59.0,0.800117103,0,1,0,0,0,1,0,0,1,0,0,47.2,1
0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139,0,1,0,0,0,1,0,0,1,0,0,25.200000000000003,1
0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139,0,1,0,0,0,1,0,0,1,0,0,25.200000000000003,1
0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345,0,1,0,0,0,1,0,0,1,0,0,40.599999999999994,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.689299242,0,1,0,0,1,0,0,0,1,0,0,6.4,1
0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293,0,1,0,0,0,1,0,0,1,0,0,28.25,1
0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952,0,1,0,0,0,1,0,0,1,0,0,36.4,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.606912879,0,1,0,0,1,0,0,0,1,0,0,6.4,1
0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767,0,1,0,0,0,1,0,0,1,0,0,33.9,1
0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069,0,1,0,0,0,1,0,0,1,0,0,27.5,1
0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888,0,1,0,0,0,1,0,0,1,0,0,27.25,1
0.65,4.15,1039.0,2700,0,0.0,0,0,15.0,0.98719697,0,1,0,0,1,0,1,0,0,0,0,9.75,1
0.8,3.94,1039.0,1800,0,0.0,0,0,10.0,0.980909091,0,1,0,0,1,0,1,0,0,0,0,8.0,1
0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.974621212,0,1,0,0,1,0,1,0,0,0,0,6.4,1
0.8,3.94,1039.0,1440,0,0.0,0,0,8.0,0.884261364,0,1,0,0,1,0,1,0,0,0,0,6.4,1
0.8,3.94,1039.0,1800,0,0.0,0,0,10.0,0.82680303,0,1,0,0,1,0,1,0,0,0,0,8.0,1
0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800343766,0,1,0,0,0,1,1,0,0,0,0,24.400000000000002,1
0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753,0,1,0,0,0,1,1,0,0,0,0,25.200000000000003,1
0.8,25.9,1252.5,10170,50,0.0,0,0,56.5,0.800128721,0,1,0,0,0,1,1,0,0,0,0,45.2,1
0.8,25.9,1252.5,10170,50,0.0,0,0,56.5,0.800128721,0,1,0,0,0,1,1,0,0,0,0,45.2,1
0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.800117103,0,1,0,0,0,1,1,0,0,0,0,47.2,1
0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117103,0,1,0,0,0,1,1,0,0,0,0,47.2,1
0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398,0,1,0,0,0,1,1,0,0,0,0,33.9,1
0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005417,0,1,0,0,0,1,1,0,0,0,0,39.55,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.675568182,0,1,0,0,1,0,1,0,0,0,0,6.4,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.661837121,0,1,0,0,1,0,1,0,0,0,0,6.4,1
0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653,0,1,0,0,0,1,1,0,0,0,0,35.1,1
0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767,0,1,0,0,0,1,1,0,0,0,0,33.9,1
0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.600273268,0,1,0,0,0,1,1,0,0,0,0,33.6,1
0.8,2.9,1039.0,900,0,0.0,0,0,5.0,0.465757576,0,1,0,0,1,0,1,0,0,0,0,4.0,1
0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539,0,1,0,0,0,1,1,0,0,0,0,40.599999999999994,1
0.8,4.15,1039.0,1260,0,0.0,0,0,7.0,0.313852814,0,1,0,0,1,0,1,0,0,0,0,5.6000000000000005,1
0.6,4.15,1039.0,1440,0,0.0,0,0,8.0,0.852793561,0,1,0,0,1,0,0,1,0,0,0,4.8,1
0.65,4.15,1039.0,2160,0,0.0,0,0,12.0,0.838383838,0,1,0,0,1,0,0,1,0,0,0,7.800000000000001,1
0.8,2.9,1039.0,1800,0,0.0,0,0,10.0,0.804848485,0,1,0,0,1,0,0,1,0,0,0,8.0,1
0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.800343766,0,1,0,0,0,1,0,1,0,0,0,24.400000000000002,1
0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721,0,1,0,0,0,1,0,1,0,0,0,45.2,1
0.8,25.9,1252.5,10170,38,0.0,0,0,56.5,0.800128721,0,1,0,0,0,1,0,1,0,0,0,45.2,1
0.8,26.16,1252.5,3660,50,0.0,0,0,59.0,0.800015009,0,1,0,0,0,1,0,1,0,0,0,47.2,1
0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417,0,1,0,0,0,1,0,1,0,0,0,39.55,1
0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156,0,1,0,0,0,1,0,1,0,0,0,39.199999999999996,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.692045455,0,1,0,0,1,0,0,1,0,0,0,6.4,1
0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892,0,1,0,0,0,1,0,1,0,0,0,25.200000000000003,1
0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734,0,1,0,0,0,1,0,1,0,0,0,36.725,1
0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575,0,1,0,0,0,1,0,1,0,0,0,37.050000000000004,1
0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.650243497,0,1,0,0,0,1,0,1,0,0,0,36.725,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.639867424,0,1,0,0,1,0,0,1,0,0,0,6.4,1
0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.600062696,0,1,0,0,0,1,0,1,0,0,0,34.8,1
0.8,3.94,1039.0,1800,0,0.0,0,0,10.0,0.582045455,0,1,0,0,1,0,0,1,0,0,0,8.0,1
0.8,49.1,1252.5,10350,24,0.0,0,0,57.5,0.403242161,0,1,0,0,0,1,0,1,0,0,0,46.0,1
0.7,3.94,1039.0,1440,0,0.0,0,0,8.0,0.235795455,0,1,0,0,1,0,0,1,0,0,0,5.6,1
0.7,4.3,1039.0,5040,0,0.0,0,0,28.0,0.977272727,0,1,0,0,1,0,0,0,0,0,0,19.599999999999998,1
0.8,3.94,1039.0,1800,0,0.0,0,0,10.0,0.964106061,0,1,0,0,1,0,0,0,0,0,0,8.0,1
0.65,4.15,1039.0,1440,0,0.0,0,0,8.0,0.958901515,0,1,0,0,1,0,0,0,0,0,0,5.2,1
0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775,0,1,0,0,0,1,0,0,0,0,0,24.8,1
0.8,25.9,1252.5,3630,50,0.0,0,0,56.5,0.800162602,0,1,0,0,0,1,0,0,0,0,0,45.2,1
0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.800117103,0,1,0,0,0,1,0,0,0,0,0,47.2,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.793844697,0,1,0,0,1,0,0,0,0,0,0,6.4,1
0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565,0,1,0,0,0,1,0,0,0,0,0,39.55,1
0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049,0,1,0,0,0,1,0,0,0,0,0,39.9,1
0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751,0,1,0,0,0,1,0,0,0,0,0,39.55,1
0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359,0,1,0,0,0,1,0,0,0,0,0,39.199999999999996,1
0.7,14.89,1252.5,10260,50,0.0,0,0,57.0,0.700170388,0,1,0,0,0,1,0,0,0,0,0,39.9,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.683806818,0,1,0,0,1,0,0,0,0,0,0,6.4,1
0.65,20.4,1252.5,8280,35,0.0,0,0,58.0,0.650066445,0,1,0,0,0,1,0,0,0,0,0,37.7,1
0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393,0,1,0,0,0,1,0,0,0,0,0,45.6,1
0.5,22.94,1252.5,10170,30,0.0,0,0,56.5,0.549969429,0,1,0,0,0,1,0,0,0,0,0,28.25,1
0.7,3.94,1039.0,1440,0,0.0,0,0,8.0,0.538399621,0,1,0,0,1,0,0,0,0,0,0,5.6,1
0.7,4.15,1039.0,1440,0,0.0,0,0,8.0,0.409545455,0,1,0,0,1,0,0,0,0,0,0,5.6,1
0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836,0,1,0,0,0,1,0,0,0,0,0,11.899999999999999,1
0.7,4.15,1039.0,1440,0,0.0,0,0,8.0,1.0,0,1,0,0,1,0,0,0,0,1,0,5.6,1
0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486,0,1,0,0,0,1,0,0,0,1,0,24.8,1
0.8,25.9,1252.5,10170,50,0.0,0,0,56.5,0.800128721,0,1,0,0,0,1,0,0,0,1,0,45.2,1
0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103,0,1,0,0,0,1,0,0,0,1,0,47.2,1
0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049,0,1,0,0,0,1,0,0,0,1,0,39.9,1
0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359,0,1,0,0,0,1,0,0,0,1,0,39.199999999999996,1
0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968,0,1,0,0,0,1,0,0,0,1,0,39.9,1
0.7,22.94,1252.5,10260,50,0.0,0,0,57.0,0.750031898,0,1,0,0,0,1,0,0,0,1,0,39.9,1
0.8,3.94,1039.0,1800,0,0.0,0,0,10.0,0.72830303,0,1,0,0,1,0,0,0,0,1,0,8.0,1
0.7,14.89,1252.5,10260,50,0.0,0,0,57.0,0.700170388,0,1,0,0,0,1,0,0,0,1,0,39.9,1
0.7,20.4,1252.5,10260,50,0.0,0,0,57.0,0.700063796,0,1,0,0,0,1,0,0,0,1,0,39.9,1
0.8,2.9,1039.0,1440,0,0.0,0,0,8.0,0.639867424,0,1,0,0,1,0,0,0,0,1,0,6.4,1
0.5,15.26,1252.5,3720,23,0.0,0,0,34.0,0.500290419,0,1,0,0,0,1,0,0,0,1,0,17.0,1
0.35,22.94,1252.5,10080,30,0.0,0,0,56.0,0.400332792,0,1,0,0,0,1,0,0,0,1,0,19.599999999999998,1
0.7,4.15,1039.0,2700,0,0.0,0,0,15.0,0.362666667,0,1,0,0,1,0,0,0,0,1,0,10.5,1
0.75,4.3,1039.0,6000,0,0.0,0,0,20.0,0.978525641,0,1,0,0,1,0,0,0,0,0,1,15.0,1
0.7,3.94,1039.0,5100,0,0.0,0,0,17.0,0.912202112,0,1,0,0,1,0,0,0,0,0,1,11.899999999999999,1
0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.900556277,0,1,0,0,0,1,0,0,0,0,1,42.0,1
0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511,0,1,0,0,0,1,0,0,0,0,1,71.2,1
0.8,3.94,1039.0,2400,0,0.0,0,0,8.0,0.827147436,0,1,0,0,1,0,0,0,0,0,1,6.4,1
0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542,0,1,0,0,0,1,0,0,0,0,1,45.2,1
0.7,22.94,1252.5,10500,60,0.0,0,0,57.0,0.800415742,0,1,0,0,0,1,0,0,0,0,1,39.9,1
0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563,0,1,0,0,0,1,0,0,0,0,1,39.199999999999996,1
0.7,4.15,1039.0,2400,0,0.0,0,0,8.0,0.758173077,0,1,0,0,1,0,0,0,0,0,1,5.6,1
0.7,20.4,1252.5,10440,50,0.0,0,0,58.0,0.750344828,0,1,0,0,0,1,0,0,0,0,1,40.599999999999994,1
0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049,0,1,0,0,0,1,0,0,0,0,1,39.9,1
0.7,14.89,1252.5,10260,50,0.0,0,0,57.0,0.700170388,0,1,0,0,0,1,0,0,0,0,1,39.9,1
0.65,22.94,1252.5,10260,34,0.0,0,0,57.0,0.700029771,0,1,0,0,0,1,0,0,0,0,1,37.050000000000004,1
0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284,0,1,0,0,0,1,0,0,0,0,1,20.4,1
0.8,2.9,1039.0,2400,0,0.0,0,0,8.0,0.594871795,0,1,0,0,1,0,0,0,0,0,1,6.4,1
0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520237649,0,1,0,0,0,1,0,0,0,0,1,46.400000000000006,1
0.65,3.94,1039.0,2400,0,0.0,0,0,8.0,0.505128205,0,1,0,0,1,0,0,0,0,0,1,5.2,1
0.5,22.52,1252.5,10080,23,0.0,0,0,56.0,0.500241342,0,1,0,0,0,1,0,0,0,0,1,28.0,1
0.7,4.15,1039.0,2700,0,0.0,0,0,9.0,0.470769231,0,1,0,0,1,0,0,0,0,0,1,6.3,1
0.6,3.94,1039.0,6000,0,0.0,0,0,10.0,0.957638889,0,0,1,0,1,0,0,0,1,0,0,6.0,1
0.75,3.94,1039.0,8400,0,0.0,0,0,14.0,0.940701058,0,0,1,0,1,0,0,0,1,0,0,10.5,1
0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766,0,0,1,0,0,1,0,0,1,0,0,42.0,1
0.7,22.94,1252.5,10620,60,0.0,0,0,57.0,0.800302791,0,0,1,0,0,1,0,0,1,0,0,39.9,1
0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.800191989,0,0,1,0,0,1,0,0,1,0,0,25.6,1
0.75,22.52,1252.5,10080,55,0.0,0,0,56.0,0.800020563,0,0,1,0,0,1,0,0,1,0,0,42.0,1
0.7,22.94,1252.5,12180,63,0.0,0,0,57.0,0.750162367,0,0,1,0,0,1,0,0,1,0,0,39.9,1
0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068049,0,0,1,0,0,1,0,0,1,0,0,39.9,1
0.7,4.15,1039.0,9000,0,0.0,0,0,15.0,0.742901235,0,0,1,0,1,0,0,0,1,0,0,10.5,1
0.7,20.4,1252.5,10440,40,0.0,0,0,58.0,0.700250784,0,0,1,0,0,1,0,0,1,0,0,40.599999999999994,1
0.7,14.89,1252.5,10260,50,0.0,0,0,57.0,0.700170388,0,0,1,0,0,1,0,0,1,0,0,39.9,1
0.75,4.3,1039.0,9000,0,0.0,0,0,15.0,0.670216049,0,0,1,0,1,0,0,0,1,0,0,11.25,1
0.7,3.94,1039.0,15000,0,0.0,0,0,25.0,0.649662222,0,0,1,0,1,0,0,0,1,0,0,17.5,1
0.7,3.94,1039.0,15000,0,0.0,0,0,25.0,0.649662222,0,0,1,0,1,0,0,0,1,0,0,17.5,1
0.8,2.9,1039.0,4800,0,0.0,0,0,8.0,0.626822917,0,0,1,0,1,0,0,0,1,0,0,6.4,1
0.6,15.26,1252.5,6960,23,0.0,0,0,34.0,0.600436426,0,0,1,0,0,1,0,0,1,0,0,20.4,1
0.6,22.52,1252.5,10260,23,0.0,0,0,57.0,0.60041361,0,0,1,0,0,1,0,0,1,0,0,34.199999999999996,1
0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132,0,0,1,0,0,1,0,0,1,0,0,45.2,1
0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544,0,0,1,0,0,1,0,0,1,0,0,29.0,1
0.7,3.94,1039.0,12000,0,0.0,0,0,20.0,0.460578704,0,0,1,0,1,0,0,0,1,0,0,14.0,1
0.8,2.9,1039.0,4800,0,0.0,0,0,8.0,0.397743056,0,0,1,0,1,0,0,0,1,0,0,6.4,1
0.6,4.08,1039.0,5400,0,0.0,0,0,9.0,0.327407407,0,0,1,0,1,0,0,0,1,0,0,5.3999999999999995,1
0.7,4.15,1039.0,2700,0,0.0,0,0,15.0,0.966666667,0,0,1,0,1,0,1,0,0,0,0,10.5,1
0.75,3.94,1039.0,1800,0,0.0,0,0,10.0,0.937242424,0,0,1,0,1,0,1,0,0,0,0,7.5,1
